RightHandAngle1,RightHandAngle2,RightHandAngle3,RightHandAngle4,RightHandAngle5,RightHandAngle6,RightHandAngle7,RightHandAngle8,RightHandAngle9,RightHandAngle10,RightHandAngle11,RightHandAngle12,RightHandAngle13,RightHandAngle14,RightHandAngle15,LeftHandAngle1,LeftHandAngle2,LeftHandAngle3,LeftHandAngle4,LeftHandAngle5,LeftHandAngle6,LeftHandAngle7,LeftHandAngle8,LeftHandAngle9,LeftHandAngle10,LeftHandAngle11,LeftHandAngle12,LeftHandAngle13,LeftHandAngle14,LeftHandAngle15,PoseAngle1,PoseAngle2,PoseAngle3,PoseAngle4,PoseAngle5,PoseAngle6,PoseAngle7,PoseAngle8,PoseAngle9,PoseAngle10,PoseAngle11,PoseAngle12,PoseAngle13,PoseAngle14,PoseAngle15,PoseAngle16,FaceAngle1,FaceAngle2,FaceAngle3,FaceAngle4,FaceAngle5,FaceAngle6,FaceAngle7,FaceAngle8,FaceAngle9,FaceAngle10,FaceAngle11,FaceAngle12,FaceAngle13,FaceAngle14,FaceAngle15,FaceAngle16,PoseDistance1,PoseDistance2,PoseDistance3,PoseDistance4,PoseDistance5,PoseDistance6,PoseDistance7,PoseDistance8,PoseDistance9,PoseDistance10,PoseDistance11,PoseDistance12,RightCheek,LeftCheek,name,label
22.76133553895143,29.940592409522942,5.492348135889084,49.450322439774794,18.321427060741122,8.370466381042561,46.081414354468365,25.7842396180554,10.445786806715233,36.90456079988458,25.555073609334293,9.944520982246864,25.049519265334556,23.991337228106865,10.855724798552346,24.666987116454905,31.897370696831892,42.764025035497006,29.282617237821533,12.54128951321615,6.569918528982443,69.81064011749399,99.06463183281677,50.4956843773243,58.488567883106114,103.4067840953773,54.16373507427517,45.499280607849684,107.1719464212468,37.018987737752354,118.12948927203256,118.00591395908701,3.0874185791394617,32.52637375267852,49.006414323887036,77.54908993307207,77.28044281545861,51.356659885987064,8.479905214073883,12.454103087429111,81.03643626871862,95.68922446670179,103.15068324342505,96.83808075791421,89.09905178585593,31.205343811733005,162.02860251442542,162.25663141995503,161.1377178433134,160.70037603455984,160.21812424167106,161.49741113696456,159.72372308607652,161.51686003409392,83.31644189374065,98.17207337358806,63.85863413703533,140.27029757553223,13.13921572841251,113.23619702274921,144.8547246882462,120.73610624254309,0.30557249601799774,0.4585311121447461,0.9176352468436437,0.8708649649589991,0.6914526351952416,0.7958391087322519,0.3265633713092339,0.5291404752468095,0.6748436791259456,0.6874072365676891,0.6657614018360285,0.8016140296711161,0.0,1.0,cheek_left,1
13.707028039669233,20.230445287385464,21.348473540354306,44.383910703361195,25.194144746447545,7.949758912387747,53.47052292348181,11.576802317378233,1.593563012692979,32.76398289548452,14.478512357350029,5.2815538753481786,28.045856425562967,15.50929169419479,7.633237441076742,14.457392523778614,19.029936043145362,28.992487951843966,43.129844850132294,17.326219863642823,18.078384927833795,72.76785944873717,88.92669139100151,46.168792279573,74.12090978301855,93.37449458242223,52.36669016107097,67.49611886038001,89.53387983188665,51.82642726790095,109.83369345441795,124.73621372109852,7.798851404673896,29.641011373465926,48.51991354298275,64.17089864090613,45.74649034348879,36.37942601021807,19.08523815604012,71.73148842900142,89.40160974865475,100.31586006774943,97.2704293261783,93.7225751743482,102.31147942234992,9.02868840867898,146.8776020372382,148.44602403604446,145.25595460561394,145.47414883408058,143.86102381719795,146.621897761744,143.88947171327885,147.71909269762997,86.91402369209086,93.70587145543304,82.09275467778572,106.98571851490541,78.337382103328,99.16229981373465,115.00659304581941,104.8741135188698,0.2978146563457137,0.4682934348145874,0.890873011782817,0.845080786984121,0.6993767981464768,0.8060546964623257,0.298442388202282,0.5226525843633071,0.9238589571445794,0.9187779658679353,0.7867096663897051,0.861706667032905,0.0,1.0,cheek_left,1
17.380293171766166,33.29143541534851,27.029841111822545,11.231116924334032,11.10366089839235,6.717399411087819,69.19512925813154,97.44940711532718,52.16777950054467,74.30964136922893,100.66227042850836,54.25007600228355,70.3192299245808,100.28327433916093,40.6808221067589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.04915833445926,43.55703267580283,10.443315521800653,22.728074192666256,22.78171685464273,51.69733794735742,61.74957528741502,4.929696447693134,22.635026230694265,60.59216237172725,87.85786130702557,105.81680902571985,91.94571317692943,86.53666718248286,88.81394074090835,32.57320562968347,67.72374589942406,81.28952217648872,61.62352728686808,110.7145927458864,69.00363138489308,90.72937480640894,134.76740301349074,100.36067598711983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31456424765095004,0.533662557775701,0.5803576535835898,0.5977434934887412,0.691806669212647,0.825115577454696,0.26835038702237385,0.5114722758295308,1.1665333131497382,1.091677994379386,0.7970780560396092,0.8319333146120627,1.0,0.0,cheek_right,2
16.766244907765145,30.325560762419876,19.679819077293903,12.816367089501417,14.394760477365773,6.599359780291896,67.45687171929359,100.74913050393394,45.60380975479258,71.16119940991068,105.01492542398128,39.50197355003485,70.61651449585976,100.32658835064828,33.098288408874815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.91896582908588,45.82233349182399,11.89127512299911,21.384933078619806,22.832925039661994,52.66083998848081,60.046608977856884,4.991911065524158,23.63026116750004,63.06172281020838,87.96759376186371,106.32163724296745,91.38692727060842,87.20090752409637,89.34603744254747,31.467754562216086,90.21867111391536,95.8884337687724,98.67224392543463,130.72571117687724,115.83578571250828,112.62442456895185,147.34812898764935,114.76878562134699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31277363457815316,0.5276853882645549,0.5786513100634578,0.5944369512198189,0.6833951266881165,0.8179437955314759,0.2652072892357168,0.5078035153385341,1.1756148103323136,1.1005386321444168,0.7979008338395606,0.8280482600290564,1.0,0.0,cheek_right,2
15.494787722408068,29.903463539479294,22.9332550782476,11.967659218163131,11.276909437474785,6.087377418530557,73.9878063558513,94.95906775882857,52.12757452632535,76.19122928042943,100.74343470183307,54.02671949075432,71.86943840944656,99.73576515758913,42.258371077258786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.35368523852867,48.3842029791971,13.217833591502828,18.14784562619045,20.052653053314295,51.04013777850255,61.43721188586403,5.2182161561591744,25.324248244724796,62.10930980888866,87.30445449135118,107.58501716842355,91.33310664703497,87.04576132830358,88.84013915155882,29.207957501619646,62.83585448752657,78.08483148895372,52.686342204048955,102.53628981197483,47.45492284986822,83.79773380484605,134.1905915261277,96.59405423680636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31329344680615934,0.5294609850247806,0.5866657997797545,0.6030788478229577,0.6907329583678367,0.8241277180335356,0.25878849471666215,0.5097063204851737,1.1555524227645864,1.082114376751187,0.7964388650060211,0.8336453610870375,1.0,0.0,cheek_right,2
21.60098728151716,32.01801223316957,29.824751364873375,8.9307240744422,9.994451205561202,6.0045107918006915,68.50221763993979,100.31148075270106,51.28060841503606,72.29880175926624,100.98448336885887,45.275668355871176,67.31978223549058,99.17434905341028,28.698566990907448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.89978053569769,50.45468425871649,15.28633526701064,17.358804516869768,18.27133521912638,49.632440901101845,62.86614657661543,8.468271064789867,29.03149615131216,62.28873298385176,89.36461558015847,108.5541593214836,94.30921067696207,85.65103541423866,87.39514330703699,29.818894531951912,72.51772416269786,92.91449439871508,54.67703147116195,142.03025985302244,28.59773637122694,108.16477423986467,176.93145842761268,120.33657948681471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31740495215550785,0.5390787971213123,0.6012332294839234,0.6145498185299556,0.6878803614483613,0.8272132182717272,0.2584390308469762,0.512912094048397,1.1618347760951313,1.0833918653403127,0.784162134304567,0.8320178883868126,1.0,0.0,cheek_right,2
18.168544192816764,33.10911138402384,30.463727543742202,9.842552922302504,8.679904822327584,4.035601156863356,74.29103158695565,90.31579703887643,49.453176566424844,76.62640146580918,96.41231553550948,51.52947009448662,71.24503608398611,96.05981658097156,38.38498283805706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.02093975094944,50.93453935045291,12.28652396864916,23.78476632404358,20.51335163741957,50.1847350361721,60.301852057913614,4.474027492259536,22.47380489771222,62.9151718893922,86.75641875965,105.25828001115988,92.38369982405901,87.68643984145695,89.51680340683916,27.78433161501362,73.20044027867851,86.0868565044316,66.29698709389466,115.15400491753526,66.47596709486294,95.45684201122623,142.46179953478125,105.02099009789919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31672252503041604,0.5441556490766664,0.6087513984915909,0.621494596166892,0.6986965070094926,0.8373326349604038,0.2622512460452554,0.517976065984443,1.1635381196931678,1.0884617854777816,0.7860593637616906,0.8348482954589087,1.0,0.0,cheek_right,2
17.73792460096257,32.47796712857188,26.578160885984982,11.889820130159272,9.638984370800218,4.423831842679456,64.50520008344711,101.07891082303757,46.851131943345536,70.2452259286109,104.25763566862344,48.000369462944406,71.07490963026609,99.62126016419464,40.221524814066306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7801326684082,56.256993526506065,18.135609354894903,11.892363432641842,13.169193748349732,48.067790315658506,56.15623841291158,2.791609650622713,15.059120035498275,60.50030483127679,82.50899343040044,97.7899272842655,91.85752145855517,86.21001144240154,87.68458277649715,25.744889038704407,84.5771958778182,93.54326853232278,87.19028787703975,126.3514680913493,100.30861460388489,107.79677592646345,143.05273194026017,112.99076843120544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3302465359376816,0.5680433668944488,0.601241708803019,0.6379228804511451,0.7287741520867408,0.8608731609154053,0.27806352098630815,0.548710498232693,1.162779622469952,1.089708613184926,0.7827127352516725,0.8480480371468483,1.0,0.0,cheek_right,2
18.80844969851403,36.33794190895274,26.017737355257808,16.371217826882585,8.799594470438867,5.618510703713261,74.36585959939623,95.78899389353629,51.3641889911738,77.68758614811951,96.51289583786154,52.254464457994644,75.63488113169835,93.99413579252297,39.20698311096331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.2564155554008,47.655715128993705,17.219326717008908,9.482059705880987,9.392635093594311,42.18402339415667,57.41921149889716,3.4526886174547435,21.243206022557498,60.7952553190879,82.344206493667,102.01611364643783,93.41831032952473,85.53900526302473,86.76563560265366,27.869706237650508,48.95510085000665,83.17350556611818,57.71043682899039,126.8075220807942,77.23006846654347,106.10776101595907,125.98825700639058,124.81026003543694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3269697759268835,0.5617983716097369,0.5895551369993844,0.6295120989006392,0.7283869807694596,0.8555135676117936,0.2766090163635847,0.5391017909575967,1.198211280303857,1.123889153668646,0.8211971743707108,0.8544168618659859,1.0,0.0,cheek_right,2
18.767711704699995,32.817758581799964,22.092991629031758,13.79534209340963,7.349897881098008,5.388893973282167,73.18494459003038,93.01680098553473,50.32281542851892,79.1215009339078,93.53938510402794,51.28762499931903,80.29758923372493,89.21613521431358,41.4961093098729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0192127731913,44.06650430795511,13.401978731014006,10.585619391632607,12.462629466396,46.027194241965546,58.726238852581886,2.859866984009753,18.90942038980478,60.27447369220851,82.37273601887017,99.8209696329427,92.79425726434629,87.02245643739674,88.7841328126542,27.45760460204094,70.12176644667082,92.81185788355725,78.13528733381379,129.95825540150216,89.98796696430963,117.20993453324284,129.40836927672837,128.00919095362624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32225359328134595,0.5512149710828079,0.5845958263881753,0.625142739945532,0.7260918724604862,0.849932680650587,0.27530038567181175,0.5294144504774095,1.1884063745398672,1.1147754210939458,0.8119441392063027,0.8453519600153662,1.0,0.0,cheek_right,2
